OracleID	ClassName	TestName	TrueOracle	GenOracle	Correct
4	orientechnologies/orientdb OUTFSerializerTest	testSerializeWALChanges	assertEquals(stringSerializer.getObjectSizeInByteBuffer(buffer,walChanges,serializationOffset),stringSerializer.getObjectSize(OBJECT));	assertEquals(buffer.capacity(),stringSerializer.getObjectSize(OBJECT)+serializationOffset);	0
4	/ OUTFSerializerTest	testSerializeWALChanges	assertEquals(stringSerializer.getObjectSizeInByteBuffer(buffer,walChanges,serializationOffset),stringSerializer.getObjectSize(OBJECT));	assertNotNull(walChanges.getBinaryValue(buffer,data));	0
5	orientechnologies/orientdb CollectionOfLinkInNestedDocumentTest	nestedLinkSet	assertNotNull(nest1);	"assertTrue(nest1.field(""STR"")[1].getIdentity().isPersistent());"	0
5	/ CollectionOfLinkInNestedDocumentTest	nestedLinkSet	assertNotNull(nest1);	"assertEquals(""STR"",nest1.field(""STR"")[0].field(""STR""));"	0
5	/ CollectionOfLinkInNestedDocumentTest	nestedLinkSet	assertNotNull(nest1);	"assertNotNull(nest1.field(""STR""));"	0
5	/ CollectionOfLinkInNestedDocumentTest	nestedLinkSet	assertNotNull(nest1);	"assertNotSame(doc1,nest1.field(""STR"")[0]);"	0
6	orientechnologies/orientdb SQLMoveVertexCommandTest	testMoveSingleRecordToAnotherClass	assertEquals(doc.getIdentity().getClusterId(),customer.getDefaultClusterId());	"assertTrue(doc.field(""STR"").equals(""STR""));"	0
6	/ SQLMoveVertexCommandTest	testMoveSingleRecordToAnotherClass	assertEquals(doc.getIdentity().getClusterId(),customer.getDefaultClusterId());	assertEquals(doc.getIdentity().getClusterId(),customer.getDefaultClusterId());	1
6	/ SQLMoveVertexCommandTest	testMoveSingleRecordToAnotherClass	assertEquals(doc.getIdentity().getClusterId(),customer.getDefaultClusterId());	"assertNull(doc.field(""STR""));"	0
6	/ SQLMoveVertexCommandTest	testMoveSingleRecordToAnotherClass	assertEquals(doc.getIdentity().getClusterId(),customer.getDefaultClusterId());	assertFalse(knows.exists());	0
6	/ SQLMoveVertexCommandTest	testMoveSingleRecordToAnotherClass	assertEquals(doc.getIdentity().getClusterId(),customer.getDefaultClusterId());	"assertEquals(provider.getClusterSelection(),""STR"");"	0
6	/ SQLMoveVertexCommandTest	testMoveSingleRecordToAnotherClass	assertEquals(doc.getIdentity().getClusterId(),customer.getDefaultClusterId());	assertNotNull(customer.getClusterById(customerGeniusCluster));	0
7	trautonen/coveralls-maven-plugin JenkinsTest	testGetBuildUrl	"assertEquals(""STR"",newJenkins(env()).getBuildUrl());"	"assertEquals(""STR"",getBuildUrl());"	0
7	/ JenkinsTest	testGetBuildUrl	"assertEquals(""STR"",newJenkins(env()).getBuildUrl());"	assertNotNull(getBuildUrl());	0
7	/ JenkinsTest	testGetBuildUrl	"assertEquals(""STR"",newJenkins(env()).getBuildUrl());"	"assertTrue(getBuildUrl().startsWith(""STR"")||getBuildUrl().startsWith(""STR""));"	0
7	/ JenkinsTest	testGetBuildUrl	"assertEquals(""STR"",newJenkins(env()).getBuildUrl());"	assertFalse(getBuildUrl().isEmpty());	0
8	trautonen/coveralls-maven-plugin EnvironmentTest	testSetupWithIncompleteJob	"assertEquals(""STR"",mojo.serviceName);"	"assertEquals(""STR"",mojo.sourceEncoding);"	0
8	/ EnvironmentTest	testSetupWithIncompleteJob	"assertEquals(""STR"",mojo.serviceName);"	assertTrue(serviceMock.isSelected());	0
8	/ EnvironmentTest	testSetupWithIncompleteJob	"assertEquals(""STR"",mojo.serviceName);"	assertNotNull(mojo.getLog());	0
8	/ EnvironmentTest	testSetupWithIncompleteJob	"assertEquals(""STR"",mojo.serviceName);"	"assertEquals(""STR"",mojo.serviceName);"	1
8	/ EnvironmentTest	testSetupWithIncompleteJob	"assertEquals(""STR"",mojo.serviceName);"	"assertFalse(""STR"".equals(serviceMock.getBuildUrl()));"	0
9	rockagen/commons-lib CommUtilTest	testHex	"assertEquals(""STR"",CommUtil.hexdump(""STR"".getBytes()));"	???;	0
10	amlinv/stat-collection-utils JmxAttributePollerTest	testGetSetScheduler	assertNull(this.poller.getScheduler());	assertTrue(mockScheduler==poller.getScheduler());	0
10	/ JmxAttributePollerTest	testGetSetScheduler	assertNull(this.poller.getScheduler());	assertSame(mockScheduler,poller.getScheduler());	0
10	/ JmxAttributePollerTest	testGetSetScheduler	assertNull(this.poller.getScheduler());	assertEquals(mockScheduler,poller.getScheduler());	0
11	TeachingKidsProgramming/TeachingKidsProgramming.Source.Java StringUtilsTest	testNullIsEmpty	assertTrue(StringUtils.isEmpty(null));	"assertTrue(isEmpty(""STR""));"	0
11	/ StringUtilsTest	testNullIsEmpty	assertTrue(StringUtils.isEmpty(null));	assertTrue(isEmpty(null));	0
11	/ StringUtilsTest	testNullIsEmpty	assertTrue(StringUtils.isEmpty(null));	"assertFalse(isEmpty(""STR""));"	0
12	TeachingKidsProgramming/TeachingKidsProgramming.Source.Java PuzzleTest	sum_of_cell_distances_is_distance_to_goal	assertEquals(4,p.getDistanceToGoal());	assertNotEquals(0,p.getDistanceToGoal());	0
12	/ PuzzleTest	sum_of_cell_distances_is_distance_to_goal	assertEquals(4,p.getDistanceToGoal());	assertEquals(expectedDistance,p.getDistanceToGoal());	0
12	/ PuzzleTest	sum_of_cell_distances_is_distance_to_goal	assertEquals(4,p.getDistanceToGoal());	assertTrue(p.getDistanceToGoal()>=0);	0
13	TooTallNate/Java-WebSocket CharsetfunctionsTest	testIsValidUTF8off	assertFalse(Charsetfunctions.isValidUTF8(ByteBuffer.wrap(newbyte[]{100}),2));	???;	0
14	hazelcast/hazelcast-simulator SimulatorPropertiesTest	testLoad_justKey	"assertTrue(simulatorProperties.get(""STR"").isEmpty());"	"assertEquals(""STR"",simulatorProperties.get(""STR"",""STR""));"	0
14	/ SimulatorPropertiesTest	testLoad_justKey	"assertTrue(simulatorProperties.get(""STR"").isEmpty());"	"assertNull(simulatorProperties.get(""STR""));"	0
14	/ SimulatorPropertiesTest	testLoad_justKey	"assertTrue(simulatorProperties.get(""STR"").isEmpty());"	"assertTrue(simulatorProperties.containsKey(""STR""));"	0
14	/ SimulatorPropertiesTest	testLoad_justKey	"assertTrue(simulatorProperties.get(""STR"").isEmpty());"	"assertNotEquals(""STR"",simulatorProperties.get(""STR""));"	0
15	sofastack/sofa-bolt ReconnectManagerTest	testReconnectionByUserSetting	assertEquals(0,clientDisConnectProcessor.getDisConnectTimes());	assertEquals(1000,url.getConnectTimeout());	0
15	/ ReconnectManagerTest	testReconnectionByUserSetting	assertEquals(0,clientDisConnectProcessor.getDisConnectTimes());	assertNotNull(connection);	0
15	/ ReconnectManagerTest	testReconnectionByUserSetting	assertEquals(0,clientDisConnectProcessor.getDisConnectTimes());	assertNull(connection);	0
16	nidi3/raml-loader LoaderTest	fileNok	"assertEquals(""STR"",resource.getProtocol());"	assertTrue(resource.getFile().isDirectory());	0
16	/ LoaderTest	fileNok	"assertEquals(""STR"",resource.getProtocol());"	assertNull(resource);	0
16	/ LoaderTest	fileNok	"assertEquals(""STR"",resource.getProtocol());"	assertFalse(resource.getFile().exists());	0
16	/ LoaderTest	fileNok	"assertEquals(""STR"",resource.getProtocol());"	"assertNotEquals(""STR"",resource.getProtocol());"	0
17	OpenLiberty/ci.common DevUtilTest	testGeneratedConfigFiles	"assertTrue(""STR"",util.isGeneratedConfigFile(sourceFile,configDirectory,targetDir));"	assertTrue(targetDir.listFiles()[0].isFile());	0
17	/ DevUtilTest	testGeneratedConfigFiles	"assertTrue(""STR"",util.isGeneratedConfigFile(sourceFile,configDirectory,targetDir));"	assertTrue(isGeneratedConfigFile(sourceFile,srcDir,targetDir));	0
17	/ DevUtilTest	testGeneratedConfigFiles	"assertTrue(""STR"",util.isGeneratedConfigFile(sourceFile,configDirectory,targetDir));"	"assertFalse(isGeneratedConfigFile(newFile(srcDir,""STR""),srcDir,targetDir));"	0
17	/ DevUtilTest	testGeneratedConfigFiles	"assertTrue(""STR"",util.isGeneratedConfigFile(sourceFile,configDirectory,targetDir));"	assertEquals(sourceFile.lastModified(),targetDir.listFiles()[0].lastModified());	0
18	fluenda/ParCEFone MacAddressTest	testAddressUnderscoreSeparator	assertEquals(NORMALIZED_ADDRESS,macAddress.toString());	"assertEquals(""0a:0b:0c:0d:0e:0f"",macAddress.toString())`;"	0
18	/ MacAddressTest	testAddressUnderscoreSeparator	assertEquals(NORMALIZED_ADDRESS,macAddress.toString());	"assertNotEquals(""01:02:03:04:05:06"",macAddress.toString())`;"	0
19	fluenda/ParCEFone MacAddressTest	testAddressCompareToEqual	assertEquals(0,comparison);	assertEquals(0,comparison);	1
19	/ MacAddressTest	testAddressCompareToEqual	assertEquals(0,comparison);	assertTrue(comparison>=-1&&comparison<=1);	0
19	/ MacAddressTest	testAddressCompareToEqual	assertEquals(0,comparison);	assertNotNull(macAddress);	0
19	/ MacAddressTest	testAddressCompareToEqual	assertEquals(0,comparison);	assertFalse(macAddress.equals(null));	0
20	adlnet/jxapi ActivityProfileTest	testGetActivityId	assertNotNull(actual);	assertFalse(actual==null);	0
20	/ ActivityProfileTest	testGetActivityId	assertNotNull(actual);	assertSame(expected,actual);	0
20	/ ActivityProfileTest	testGetActivityId	assertNotNull(actual);	assertNotNull(activityProfile);	0
20	/ ActivityProfileTest	testGetActivityId	assertNotNull(actual);	assertTrue(expected.equals(actual));	0
21	trung/InMemoryJavaCompiler InMemoryJavaCompilerTest	compile_WhenIgnoreWarnings	assertEquals(0,res.size());	assertEquals(0,res.size());	1
21	/ InMemoryJavaCompilerTest	compile_WhenIgnoreWarnings	assertEquals(0,res.size());	assertNotNull(res);	0
21	/ InMemoryJavaCompilerTest	compile_WhenIgnoreWarnings	assertEquals(0,res.size());	assertTrue(resinstanceofArrayList);	0
21	/ InMemoryJavaCompilerTest	compile_WhenIgnoreWarnings	assertEquals(0,res.size());	"assertFalse(res.contains(""STR""));"	0
22	PeterisP/morphology MorphologyTest	tuStum	assertTrue(stum.isRecognized());	assertNotNull(locītājs);	0
22	/ MorphologyTest	tuStum	assertTrue(stum.isRecognized());	assertTrue(stum.isRecognized());	1
22	/ MorphologyTest	tuStum	assertTrue(stum.isRecognized());	assertFalse(locītājs.getCacheSize()>0);	0
22	/ MorphologyTest	tuStum	assertTrue(stum.isRecognized());	assertEquals(1,stum.getWordForms().size());	0
23	fabric8io/fabric8-maven-plugin MapUtilTest	testMergeIfAbsent	assertEquals(expected,origMap);	assertEquals(expected,origMap);	1
23	/ MapUtilTest	testMergeIfAbsent	assertEquals(expected,origMap);	assertTrue(origMap.keySet().containsAll(expected.keySet()));	0
24	nidi3/graphviz-java RecordsTest	tagRec	"assertEquals(""STR"",Records.rec(""STR"",""STR""));"	"assertNotNull(org.junit.rec(""STR"",""STR""));"	0
24	/ RecordsTest	tagRec	"assertEquals(""STR"",Records.rec(""STR"",""STR""));"	"assertEquals(""STR"",org.junit.rec(""STR"",""STR""));"	0
0	sofastack/sofa-bolt ReconnectManagerTest	testCancelReConnection	assertEquals(0,clientDisConnectProcessor.getDisConnectTimes());	assertEquals(url,client.getConnection(url,1000).getUrl());	0
0	/ ReconnectManagerTest	testCancelReConnection	assertEquals(0,clientDisConnectProcessor.getDisConnectTimes());	assertNotNull(client.getConnection(url,1000));	0
0	/ ReconnectManagerTest	testCancelReConnection	assertEquals(0,clientDisConnectProcessor.getDisConnectTimes());	assertTrue(client.getConnection(url,1000).isStarted());	0
0	/ ReconnectManagerTest	testCancelReConnection	assertEquals(0,clientDisConnectProcessor.getDisConnectTimes());	assertNull(client.getConnection(url,0));	0
1	sofastack/sofa-bolt ThreadLocalArriveTimeHolderTest	testMultiThread	assertTrue(time>=start);	assertTrue(time>=0);	0
1	/ ThreadLocalArriveTimeHolderTest	testMultiThread	assertTrue(time>=start);	assertFalse(time==-1);	0
2	adlnet/jxapi SubStatementTest	testSetAttachments	assertNotNull(actual);	assertEquals(expected,actual);	0
2	/ SubStatementTest	testSetAttachments	assertNotNull(actual);	assertTrue(actual.contains(att));	0
2	/ SubStatementTest	testSetAttachments	assertNotNull(actual);	assertFalse(actual.contains(newAttachment()));	0
2	/ SubStatementTest	testSetAttachments	assertNotNull(actual);	assertNotNull(actual);	1
3	adlnet/jxapi VerbsTest	testTerminated	assertNotNull(actual);	assertTrue(actual.isTerminated());	0
3	/ VerbsTest	testTerminated	assertNotNull(actual);	"assertEquals(""STR"",actual.getString());"	0
4	adlnet/jxapi ResultTest	testSetResponse	assertNotNull(actual);	assertSame(expected,actual);	0
4	/ ResultTest	testSetResponse	assertNotNull(actual);	assertEquals(expected,actual);	0
4	/ ResultTest	testSetResponse	assertNotNull(actual);	assertTrue(result.getResponse().equalsIgnoreCase(expected));	0
4	/ ResultTest	testSetResponse	assertNotNull(actual);	assertNotNull(actual);	1
5	orientechnologies/orientdb DefaultValueTest	testDefaultValueFromJson	"assertNotNull(saved.field(""STR""));"	"assertEquals(""STR"",saved.field(""STR""));"	0
5	/ DefaultValueTest	testDefaultValueFromJson	"assertNotNull(saved.field(""STR""));"	"assertNotNull(saved.field(""STR""));"	1
5	/ DefaultValueTest	testDefaultValueFromJson	"assertNotNull(saved.field(""STR""));"	assertNotSame(doc,saved);	0
5	/ DefaultValueTest	testDefaultValueFromJson	"assertNotNull(saved.field(""STR""));"	"assertNull(saved.field(""STR""));"	0
5	/ DefaultValueTest	testDefaultValueFromJson	"assertNotNull(saved.field(""STR""));"	assertTrue(saved.getIdentity().isPersistent());	0
5	/ DefaultValueTest	testDefaultValueFromJson	"assertNotNull(saved.field(""STR""));"	???;	0
6	orientechnologies/orientdb SimpleParentChildTest	testWithSets	"assertEquals(""STR"",retrievedParent.getFriends().iterator().next().getName());"	assertSame(savedParent,retrievedParent);	0
6	/ SimpleParentChildTest	testWithSets	"assertEquals(""STR"",retrievedParent.getFriends().iterator().next().getName());"	assertNotEquals(parentId,retrievedChild.getId());	0
6	/ SimpleParentChildTest	testWithSets	"assertEquals(""STR"",retrievedParent.getFriends().iterator().next().getName());"	assertEquals(1,retrievedParent.getFriends().size());	0
6	/ SimpleParentChildTest	testWithSets	"assertEquals(""STR"",retrievedParent.getFriends().iterator().next().getName());"	assertNotNull(retrievedParent);	0
6	/ SimpleParentChildTest	testWithSets	"assertEquals(""STR"",retrievedParent.getFriends().iterator().next().getName());"	"assertEquals(""STR"",retrievedChild.getName());"	0
7	orientechnologies/orientdb OScriptExecutionTest	testLazyExecutionPlanning	"assertEquals(""STR"",item.getProperty(""STR""));"	"assertEquals(""STR"",getProperty(""STR""));"	0
7	/ OScriptExecutionTest	testLazyExecutionPlanning	"assertEquals(""STR"",item.getProperty(""STR""));"	"assertNull(getProperty(""STR""));"	0
7	/ OScriptExecutionTest	testLazyExecutionPlanning	"assertEquals(""STR"",item.getProperty(""STR""));"	"assertNotNull(getProperty(""STR""));"	0
7	/ OScriptExecutionTest	testLazyExecutionPlanning	"assertEquals(""STR"",item.getProperty(""STR""));"	assertFalse(result.hasNext());	0
7	/ OScriptExecutionTest	testLazyExecutionPlanning	"assertEquals(""STR"",item.getProperty(""STR""));"	"assertNotSame(""STR"",getProperty(""STR""));"	0
7	/ OScriptExecutionTest	testLazyExecutionPlanning	"assertEquals(""STR"",item.getProperty(""STR""));"	"assertSame(""STR"",getProperty(""STR""));"	0
7	/ OScriptExecutionTest	testLazyExecutionPlanning	"assertEquals(""STR"",item.getProperty(""STR""));"	???;	0
8	orientechnologies/orientdb OAlterPropertyStatementExecutionTest	testSetCustom	assertNotNull(result);	assertNotNull(result);	1
8	/ OAlterPropertyStatementExecutionTest	testSetCustom	assertNotNull(result);	"assertNotEquals(""STR"",prop.getCustom(""STR""));"	0
8	/ OAlterPropertyStatementExecutionTest	testSetCustom	assertNotNull(result);	"assertNull(prop.getCustom(""STR""));"	0
8	/ OAlterPropertyStatementExecutionTest	testSetCustom	assertNotNull(result);	"assertTrue(prop.getCustom(""STR"").equals(""STR""));"	0
8	/ OAlterPropertyStatementExecutionTest	testSetCustom	assertNotNull(result);	"assertEquals(""STR"",prop.getCustom(""STR""));"	0
9	orientechnologies/orientdb ORecordSerializerBinaryTest	testGetFieldFromEmbeddedList	assertEquals(setValue,deserializedValue);	assertFalse(deserializedValue.equals(setValue2));	0
9	/ ORecordSerializerBinaryTest	testGetFieldFromEmbeddedList	assertEquals(setValue,deserializedValue);	assertNotNull(deserializedValue);	0
9	/ ORecordSerializerBinaryTest	testGetFieldFromEmbeddedList	assertEquals(setValue,deserializedValue);	assertTrue(deserializedValueinstanceofInteger);	0
9	/ ORecordSerializerBinaryTest	testGetFieldFromEmbeddedList	assertEquals(setValue,deserializedValue);	assertEquals(setValue,deserializedValue);	1
10	orientechnologies/orientdb LuceneMixIndexTest	testMixCompositeQuery	assertEquals(1,docs.size());	"assertNull(docs.get(0).field(""STR""));"	0
10	/ LuceneMixIndexTest	testMixCompositeQuery	assertEquals(1,docs.size());	assertTrue(docs.isEmpty());	0
10	/ LuceneMixIndexTest	testMixCompositeQuery	assertEquals(1,docs.size());	assertNotNull(docs);	0
10	/ LuceneMixIndexTest	testMixCompositeQuery	assertEquals(1,docs.size());	assertFalse(docs.contains(null));	0
10	/ LuceneMixIndexTest	testMixCompositeQuery	assertEquals(1,docs.size());	assertEquals(3,docs.size());	0
11	nidi3/graphviz-java OptionsTest	toJsonMinimal	"assertEquals(""STR""+uriPathOf(newFile(""STR""))+""STR"",s);"	"assertTrue(s.contains(""STR""));"	0
11	/ OptionsTest	toJsonMinimal	"assertEquals(""STR""+uriPathOf(newFile(""STR""))+""STR"",s);"	assertNotNull(s);	0
11	/ OptionsTest	toJsonMinimal	"assertEquals(""STR""+uriPathOf(newFile(""STR""))+""STR"",s);"	assertTrue(s.length()>0);	0
12	nidi3/graphviz-java SvgSizeAnalyzerTest	svgWithChanges	"assertEquals(""STR""+""STR""+""STR"",a.getSvg());"	"assertTrue(a.getSvg().contains(""STR""));"	0
12	/ SvgSizeAnalyzerTest	svgWithChanges	"assertEquals(""STR""+""STR""+""STR"",a.getSvg());"	assertEquals(expectedSvg,a.getSvg());	0
13	nidi3/graphviz-java RankTest	combine	"assertEquals(attrs(attr(""STR"",true),attr(""STR"",""STR""),attr(""STR"",""STR""),attr(""STR"",""STR"")),attrs(Rank.sepEqually(2).newRank(true).noCluster().dir(TOP_TO_BOTTOM).sep(3)));"	assertEquals(attrs(Attributes.empty()),Attributes.empty());	0
13	/ RankTest	combine	"assertEquals(attrs(attr(""STR"",true),attr(""STR"",""STR""),attr(""STR"",""STR""),attr(""STR"",""STR"")),attrs(Rank.sepEqually(2).newRank(true).noCluster().dir(TOP_TO_BOTTOM).sep(3)));"	assertNotNull(attrs(Attributes.empty()));	0
14	fabric8io/fabric8-maven-plugin GoTimeUtilTest	testConversion	"assertEquals(newInteger(23),durationSeconds(""STR""));"	"assertEquals(Integer.valueOf(5),durationSeconds(""STR""));"	0
14	/ GoTimeUtilTest	testConversion	"assertEquals(newInteger(23),durationSeconds(""STR""));"	"assertNull(durationSeconds(""STR""));"	0
14	/ GoTimeUtilTest	testConversion	"assertEquals(newInteger(23),durationSeconds(""STR""));"	"assertTrue(durationSeconds(""STR"")<durationSeconds(""STR""));"	0
15	DigitalPebble/storm-crawler HostURLFilterTest	testAllAllowed	"assertEquals(""STR"",filterResult);"	assertFalse(sourceURL.sameFile(newURL(filterResult)));	0
15	/ HostURLFilterTest	testAllAllowed	"assertEquals(""STR"",filterResult);"	assertTrue(sourceURL.sameFile(newURL(filterResult)));	0
15	/ HostURLFilterTest	testAllAllowed	"assertEquals(""STR"",filterResult);"	assertEquals(sourceURL.toString(),filterResult);	0
15	/ HostURLFilterTest	testAllAllowed	"assertEquals(""STR"",filterResult);"	assertNotNull(filterResult);	0
15	/ HostURLFilterTest	testAllAllowed	"assertEquals(""STR"",filterResult);"	assertNull(filterResult);	0
16	DigitalPebble/storm-crawler HostURLFilterTest	testAllForbidden	"assertEquals(""STR"",filterResult);"	assertTrue(filterResult==null);	0
16	/ HostURLFilterTest	testAllForbidden	"assertEquals(""STR"",filterResult);"	assertEquals(null,filterResult);	0
16	/ HostURLFilterTest	testAllForbidden	"assertEquals(""STR"",filterResult);"	assertFalse(filterResult!=null);	0
16	/ HostURLFilterTest	testAllForbidden	"assertEquals(""STR"",filterResult);"	"assertNotEquals(""STR"",filterResult);"	0
16	/ HostURLFilterTest	testAllForbidden	"assertEquals(""STR"",filterResult);"	assertNull(filterResult);	0
17	DigitalPebble/storm-crawler BasicIndexingTest	testFilterDocumentWithMetadata	"assertEquals(""STR"",""STR"",fields.get(""STR""));"	"assertEquals(""STR"",md.get(""STR"")[0]);"	0
17	/ BasicIndexingTest	testFilterDocumentWithMetadata	"assertEquals(""STR"",""STR"",fields.get(""STR""));"	assertTrue(fields.size()==1);	0
17	/ BasicIndexingTest	testFilterDocumentWithMetadata	"assertEquals(""STR"",""STR"",fields.get(""STR""));"	"assertNull(fields.get(""STR""));"	0
18	trautonen/coveralls-maven-plugin TimestampParserTest	testParseEpochMillis	assertEquals(time,parsed.getTime());	assertEquals(newDate(time),parsed);	0
18	/ TimestampParserTest	testParseEpochMillis	assertEquals(time,parsed.getTime());	assertTrue(Math.abs(parsed.getTime()-time)<1000);	0
18	/ TimestampParserTest	testParseEpochMillis	assertEquals(time,parsed.getTime());	assertNotNull(parsed);	0
18	/ TimestampParserTest	testParseEpochMillis	assertEquals(time,parsed.getTime());	assertEquals(time,parsed.getTime());	1
19	trautonen/coveralls-maven-plugin ShippableTest	testPullRequest	"assertEquals(""STR"",newShippable(env()).getPullRequest());"	"assertEquals(""STR"",getPullRequest());"	0
19	/ ShippableTest	testPullRequest	"assertEquals(""STR"",newShippable(env()).getPullRequest());"	assertFalse(getPullRequest()==null);	0
19	/ ShippableTest	testPullRequest	"assertEquals(""STR"",newShippable(env()).getPullRequest());"	assertNotNull(getPullRequest());	0
19	/ ShippableTest	testPullRequest	"assertEquals(""STR"",newShippable(env()).getPullRequest());"	"assertTrue(""STR"".equals(getPullRequest()));"	0
19	/ ShippableTest	testPullRequest	"assertEquals(""STR"",newShippable(env()).getPullRequest());"	assertNull(getPullRequest());	0
20	trautonen/coveralls-maven-plugin UrlUtilsTest	testValidUrlToUri	"assertEquals(newURI(""STR""),uri);"	"assertEquals(""STR"",uri.toString());"	0
20	/ UrlUtilsTest	testValidUrlToUri	"assertEquals(newURI(""STR""),uri);"	"assertEquals(URI.create(""STR""),uri);"	0
20	/ UrlUtilsTest	testValidUrlToUri	"assertEquals(newURI(""STR""),uri);"	"assertTrue(uri.toString().startsWith(""STR""));"	0
20	/ UrlUtilsTest	testValidUrlToUri	"assertEquals(newURI(""STR""),uri);"	assertNotNull(uri);	0
21	jcodec/jcodec H264UtilsTest	testAvcCToAnnexB	assertArrayEquals(newbyte[]{0,0,0,1,0x67,'s','t','a','n',0,0,0,1,0x67,'t','h','e',0,0,0,1,0x68,'m','a','n',0,0,0,1,0x68,'c','o','o','l'},res);	assertFalse(res.length==0);	0
21	/ H264UtilsTest	testAvcCToAnnexB	assertArrayEquals(newbyte[]{0,0,0,1,0x67,'s','t','a','n',0,0,0,1,0x67,'t','h','e',0,0,0,1,0x68,'m','a','n',0,0,0,1,0x68,'c','o','o','l'},res);	assertEquals(expectedBytes.length,res.length);	0
21	/ H264UtilsTest	testAvcCToAnnexB	assertArrayEquals(newbyte[]{0,0,0,1,0x67,'s','t','a','n',0,0,0,1,0x67,'t','h','e',0,0,0,1,0x68,'m','a','n',0,0,0,1,0x68,'c','o','o','l'},res);	assertNotNull(res);	0
21	/ H264UtilsTest	testAvcCToAnnexB	assertArrayEquals(newbyte[]{0,0,0,1,0x67,'s','t','a','n',0,0,0,1,0x67,'t','h','e',0,0,0,1,0x68,'m','a','n',0,0,0,1,0x68,'c','o','o','l'},res);	assertTrue(Arrays.equals(expectedBytes,res));	0
21	/ H264UtilsTest	testAvcCToAnnexB	assertArrayEquals(newbyte[]{0,0,0,1,0x67,'s','t','a','n',0,0,0,1,0x67,'t','h','e',0,0,0,1,0x68,'m','a','n',0,0,0,1,0x68,'c','o','o','l'},res);	???;	0
22	amlinv/stat-collection-utils MBeanAnnotationUtilTest	testGetAttributes	assertEquals(2,atts.size());	assertTrue(!atts.isEmpty());	0
22	/ MBeanAnnotationUtilTest	testGetAttributes	assertEquals(2,atts.size());	assertEquals(3,atts.size());	0
22	/ MBeanAnnotationUtilTest	testGetAttributes	assertEquals(2,atts.size());	"assertNotNull(atts.get(""STR""));"	0
23	amlinv/stat-collection-utils BatchPollProcessorTest	testGetSetLog	assertNotNull(this.processor.getLog());	assertNull(processor.getLog());	0
23	/ BatchPollProcessorTest	testGetSetLog	assertNotNull(this.processor.getLog());	assertSame(mockLogger,processor.getLog());	0
23	/ BatchPollProcessorTest	testGetSetLog	assertNotNull(this.processor.getLog());	assertNotEquals(mockAccessConnection,processor.getLog());	0
23	/ BatchPollProcessorTest	testGetSetLog	assertNotNull(this.processor.getLog());	???;	0
24	hazelcast/hazelcast-simulator UuidUtilTest	testNewUnsecureUuidString	assertNotNull(uuid);	assertTrue(uuid.length()>0);	0
24	/ UuidUtilTest	testNewUnsecureUuidString	assertNotNull(uuid);	"assertNotEquals(""STR"",uuid);"	0
24	/ UuidUtilTest	testNewUnsecureUuidString	assertNotNull(uuid);	assertNotNull(uuid);	1
0	orientechnologies/orientdb OCommandExecutorSQLSelectTest	testFlattenOnEmbedded	assertEquals(qResult.size(),1);	"assertNotNull(qResult.get(0).field(""STR""));"	0
