OracleID	ClassName	TestName	TrueOracle	GenOracle	Correct
14	/ SimulatorPropertiesTest	testLoad_justKey	"assertTrue(simulatorProperties.get(""STR"").isEmpty());"	"assertTrue(simulatorProperties.get(""STR"").contains(""STR""));"	0
14	/ SimulatorPropertiesTest	testLoad_justKey	"assertTrue(simulatorProperties.get(""STR"").isEmpty());"	"assertNotSame(""STR"",simulatorProperties.get(""STR""));"	0
15	sofastack/sofa-bolt ReconnectManagerTest	testReconnectionByUserSetting	assertEquals(0,clientDisConnectProcessor.getDisConnectTimes());	assertTrue(connection!=null&&connection.getClass().getDeclaredConstructor().isSynthetic());	0
15	/ ReconnectManagerTest	testReconnectionByUserSetting	assertEquals(0,clientDisConnectProcessor.getDisConnectTimes());	assertEquals(null,connection);	0
16	nidi3/raml-loader LoaderTest	fileNok	"assertEquals(""STR"",resource.getProtocol());"	assertFalse(resource.isDirectory());	0
16	/ LoaderTest	fileNok	"assertEquals(""STR"",resource.getProtocol());"	assertEquals(0L,resource.getContentLength());	0
16	/ LoaderTest	fileNok	"assertEquals(""STR"",resource.getProtocol());"	assertNotNull(resource);	0
17	OpenLiberty/ci.common DevUtilTest	testGeneratedConfigFiles	"assertTrue(""STR"",util.isGeneratedConfigFile(sourceFile,configDirectory,targetDir));"	assertTrue(sourceFile.isFile());	0
17	/ DevUtilTest	testGeneratedConfigFiles	"assertTrue(""STR"",util.isGeneratedConfigFile(sourceFile,configDirectory,targetDir));"	assertFalse(!sourceFile.exists());	0
17	/ DevUtilTest	testGeneratedConfigFiles	"assertTrue(""STR"",util.isGeneratedConfigFile(sourceFile,configDirectory,targetDir));"	"assertNotSame(targetDir.listFilesByName(sourceFile.getName()).length>1,""STR"");"	0
19	fluenda/ParCEFone MacAddressTest	testAddressCompareToEqual	assertEquals(0,comparison);	assertTrue(comparison==0);	0
19	/ MacAddressTest	testAddressCompareToEqual	assertEquals(0,comparison);	assertNotSame(comparison,1);	0
19	/ MacAddressTest	testAddressCompareToEqual	assertEquals(0,comparison);	assertEquals(0,comparison);	1
20	adlnet/jxapi ActivityProfileTest	testGetActivityId	assertNotNull(actual);	"assertSame(""STR"",activityProfile.getActivityId());"	0
20	/ ActivityProfileTest	testGetActivityId	assertNotNull(actual);	"assertEquals(""STR"",activityProfile.getActivityId());"	0
20	/ ActivityProfileTest	testGetActivityId	assertNotNull(actual);	"assertTrue(activityProfile.getActivityId().equals(""STR""));"	0
20	/ ActivityProfileTest	testGetActivityId	assertNotNull(actual);	assertNotNull(activityProfile);	0
21	trung/InMemoryJavaCompiler InMemoryJavaCompilerTest	compile_WhenIgnoreWarnings	assertEquals(0,res.size());	assertEquals(0,res.size());	1
22	PeterisP/morphology MorphologyTest	tuStum	assertTrue(stum.isRecognized());	assertEquals(null,stum);	0
22	/ MorphologyTest	tuStum	assertTrue(stum.isRecognized());	assertTrue(stuminstanceofWord);	0
23	fabric8io/fabric8-maven-plugin MapUtilTest	testMergeIfAbsent	assertEquals(expected,origMap);	assertEquals(expected,origMap);	1
23	/ MapUtilTest	testMergeIfAbsent	assertEquals(expected,origMap);	assertTrue(origMap.containsAll(expected.keySet()));	0
23	/ MapUtilTest	testMergeIfAbsent	assertEquals(expected,origMap);	assertArrayEquals(expected.values().toArray(),origMap.values().toArray());	0
24	nidi3/graphviz-java RecordsTest	tagRec	"assertEquals(""STR"",Records.rec(""STR"",""STR""));"	"assertNotNull(tagRec(""STR"",""STR""));"	0
24	/ RecordsTest	tagRec	"assertEquals(""STR"",Records.rec(""STR"",""STR""));"	"assertEquals(""STR"",rec(""STR"",""STR""));"	0
24	/ RecordsTest	tagRec	"assertEquals(""STR"",Records.rec(""STR"",""STR""));"	"assertNotEquals(""STR"",rec(""STR"",""STR""));"	0
0	sofastack/sofa-bolt ReconnectManagerTest	testCancelReConnection	assertEquals(0,clientDisConnectProcessor.getDisConnectTimes());	assertEquals(1,this.connectionManager.getAndCreateIfAbsent(url).getConnectionNum());	0
0	/ ReconnectManagerTest	testCancelReConnection	assertEquals(0,clientDisConnectProcessor.getDisConnectTimes());	assertNotNull(client.getConnection(url,1000));	0
0	/ ReconnectManagerTest	testCancelReConnection	assertEquals(0,clientDisConnectProcessor.getDisConnectTimes());	???;	0
1	sofastack/sofa-bolt ThreadLocalArriveTimeHolderTest	testMultiThread	assertTrue(time>=start);	assertNotEquals(-1,time);	0
2	adlnet/jxapi SubStatementTest	testSetAttachments	assertNotNull(actual);	assertNotEquals(expected.get(0),actual.get(0));	0
2	/ SubStatementTest	testSetAttachments	assertNotNull(actual);	assertEquals(expected.size(),actual.size());	0
2	/ SubStatementTest	testSetAttachments	assertNotNull(actual);	assertTrue(actual.contains(expected.get(1)));	0
3	adlnet/jxapi VerbsTest	testTerminated	assertNotNull(actual);	assertFalse(actualinstanceofVerb);	0
3	/ VerbsTest	testTerminated	assertNotNull(actual);	"assertEquals(""STR"",actual.getVerb());"	0
3	/ VerbsTest	testTerminated	assertNotNull(actual);	assertNotNull(actual);	1
3	/ VerbsTest	testTerminated	assertNotNull(actual);	assertFalse(actual.isNonTerminal());	0
3	/ VerbsTest	testTerminated	assertNotNull(actual);	assertTrue(actual.isTerminal());	0
3	/ VerbsTest	testTerminated	assertNotNull(actual);	assertNull(actual.getNextVerb());	0
3	/ VerbsTest	testTerminated	assertNotNull(actual);	"assertNotEquals(""STR"",actual.getVerb());"	0
4	adlnet/jxapi ResultTest	testSetResponse	assertNotNull(actual);	assertNotEquals(expected,actual);	0
4	/ ResultTest	testSetResponse	assertNotNull(actual);	assertTrue(expected.equals(actual));	0
4	/ ResultTest	testSetResponse	assertNotNull(actual);	assertArrayEquals(expected.toCharArray(),actual.toCharArray());	0
4	/ ResultTest	testSetResponse	assertNotNull(actual);	assertFalse(expected.equals(actual));	0
4	/ ResultTest	testSetResponse	assertNotNull(actual);	assertNull(actual);	0
4	/ ResultTest	testSetResponse	assertNotNull(actual);	assertEquals(expected,actual);	0
5	orientechnologies/orientdb DefaultValueTest	testDefaultValueFromJson	"assertNotNull(saved.field(""STR""));"	"assertNotNull(saved.field(""STR""));"	1
5	/ DefaultValueTest	testDefaultValueFromJson	"assertNotNull(saved.field(""STR""));"	"assertFalse(doc.field(""STR"").equals(newDate()));"	0
5	/ DefaultValueTest	testDefaultValueFromJson	"assertNotNull(saved.field(""STR""));"	???;	0
5	/ DefaultValueTest	testDefaultValueFromJson	"assertNotNull(saved.field(""STR""));"	"assertNotEquals(doc.field(""STR""),null);"	0
5	/ DefaultValueTest	testDefaultValueFromJson	"assertNotNull(saved.field(""STR""));"	"assertEquals(doc.field(""STR""),saved.field(""STR""));"	0
6	orientechnologies/orientdb SimpleParentChildTest	testWithSets	"assertEquals(""STR"",retrievedParent.getFriends().iterator().next().getName());"	assertNotSame(savedParent.getId(),retrievedChild.getId());	0
6	/ SimpleParentChildTest	testWithSets	"assertEquals(""STR"",retrievedParent.getFriends().iterator().next().getName());"	"assertEquals(""STR"",retrievedChild.getName());"	0
7	orientechnologies/orientdb OScriptExecutionTest	testLazyExecutionPlanning	"assertEquals(""STR"",item.getProperty(""STR""));"	"assertFalse(item.getString(0).equals(""STR""));"	0
7	/ OScriptExecutionTest	testLazyExecutionPlanning	"assertEquals(""STR"",item.getProperty(""STR""));"	"assertTrue(item.getString(0).equals(""STR""));"	0
7	/ OScriptExecutionTest	testLazyExecutionPlanning	"assertEquals(""STR"",item.getProperty(""STR""));"	"assertEquals(""STR"",item.getString(0));"	0
8	orientechnologies/orientdb OAlterPropertyStatementExecutionTest	testSetCustom	assertNotNull(result);	assertNotNull(currentValue);	0
8	/ OAlterPropertyStatementExecutionTest	testSetCustom	assertNotNull(result);	assertNotNull(result);	1
8	/ OAlterPropertyStatementExecutionTest	testSetCustom	assertNotNull(result);	"assertEquals(""STR"",currentValue);"	0
9	orientechnologies/orientdb ORecordSerializerBinaryTest	testGetFieldFromEmbeddedList	assertEquals(setValue,deserializedValue);	assertNotNull(deserializedValue);	0
9	/ ORecordSerializerBinaryTest	testGetFieldFromEmbeddedList	assertEquals(setValue,deserializedValue);	assertEquals(setValue,deserializedValue);	1
10	orientechnologies/orientdb LuceneMixIndexTest	testMixCompositeQuery	assertEquals(1,docs.size());	assertFalse(docs.isEmpty());	0
10	/ LuceneMixIndexTest	testMixCompositeQuery	assertEquals(1,docs.size());	assertEquals(5,docs.size());	0
11	nidi3/graphviz-java OptionsTest	toJsonMinimal	"assertEquals(""STR""+uriPathOf(newFile(""STR""))+""STR"",s);"	"assertFalse(Options.engine(Engine.DOT).format(Format.PNG).toJson(true).contains(""STR""));"	0
11	/ OptionsTest	toJsonMinimal	"assertEquals(""STR""+uriPathOf(newFile(""STR""))+""STR"",s);"	"assertEquals(""STR"",s.split(""STR"")[1]);"	0
12	nidi3/graphviz-java SvgSizeAnalyzerTest	svgWithChanges	"assertEquals(""STR""+""STR""+""STR"",a.getSvg());"	"assertEquals(""STR"",a.getWidth());"	0
13	nidi3/graphviz-java RankTest	combine	"assertEquals(attrs(attr(""STR"",true),attr(""STR"",""STR""),attr(""STR"",""STR""),attr(""STR"",""STR"")),attrs(Rank.sepEqually(2).newRank(true).noCluster().dir(TOP_TO_BOTTOM).sep(3)));"	???;	0
14	fabric8io/fabric8-maven-plugin GoTimeUtilTest	testConversion	"assertEquals(newInteger(23),durationSeconds(""STR""));"	"assertNotNull(durationSeconds(""STR""));"	0
15	DigitalPebble/storm-crawler HostURLFilterTest	testAllAllowed	"assertEquals(""STR"",filterResult);"	"assertEquals(""STR"",filterResult);"	1
15	/ HostURLFilterTest	testAllAllowed	"assertEquals(""STR"",filterResult);"	assertNotEquals(null,filterResult);	0
15	/ HostURLFilterTest	testAllAllowed	"assertEquals(""STR"",filterResult);"	assertNotNull(filterResult);	0
16	DigitalPebble/storm-crawler HostURLFilterTest	testAllForbidden	"assertEquals(""STR"",filterResult);"	assertEquals(sourceURL.toString(),filterResult);	0
16	/ HostURLFilterTest	testAllForbidden	"assertEquals(""STR"",filterResult);"	assertNotNull(filterResult);	0
17	DigitalPebble/storm-crawler BasicIndexingTest	testFilterDocumentWithMetadata	"assertEquals(""STR"",""STR"",fields.get(""STR""));"	"assertFalse(fields.containsKey(""STR""));"	0
17	/ BasicIndexingTest	testFilterDocumentWithMetadata	"assertEquals(""STR"",""STR"",fields.get(""STR""));"	"assertEquals(""STR"",fields.get(""STR""));"	0
17	/ BasicIndexingTest	testFilterDocumentWithMetadata	"assertEquals(""STR"",""STR"",fields.get(""STR""));"	"assertTrue(fields.containsKey(""STR""));"	0
17	/ BasicIndexingTest	testFilterDocumentWithMetadata	"assertEquals(""STR"",""STR"",fields.get(""STR""));"	assertNotNull(fields);	0
18	trautonen/coveralls-maven-plugin TimestampParserTest	testParseEpochMillis	assertEquals(time,parsed.getTime());	assertNotNull(parsed);	0
19	trautonen/coveralls-maven-plugin ShippableTest	testPullRequest	"assertEquals(""STR"",newShippable(env()).getPullRequest());"	assertNotNull(getPullRequest());	0
20	trautonen/coveralls-maven-plugin UrlUtilsTest	testValidUrlToUri	"assertEquals(newURI(""STR""),uri);"	"assertEquals(newURI(""STR""),uri);"	1
20	/ UrlUtilsTest	testValidUrlToUri	"assertEquals(newURI(""STR""),uri);"	assertNotNull(uri);	0
21	jcodec/jcodec H264UtilsTest	testAvcCToAnnexB	assertArrayEquals(newbyte[]{0,0,0,1,0x67,'s','t','a','n',0,0,0,1,0x67,'t','h','e',0,0,0,1,0x68,'m','a','n',0,0,0,1,0x68,'c','o','o','l'},res);	???;	0
22	amlinv/stat-collection-utils MBeanAnnotationUtilTest	testGetAttributes	assertEquals(2,atts.size());	assertNotEquals(atts.size(),0);	0
23	amlinv/stat-collection-utils BatchPollProcessorTest	testGetSetLog	assertNotNull(this.processor.getLog());	assertNotNull(processor.getLog());	0
24	hazelcast/hazelcast-simulator UuidUtilTest	testNewUnsecureUuidString	assertNotNull(uuid);	assertEquals(36,uuid.length());	0
24	/ UuidUtilTest	testNewUnsecureUuidString	assertNotNull(uuid);	assertNotNull(uuid);	1
24	/ UuidUtilTest	testNewUnsecureUuidString	assertNotNull(uuid);	assertTrue(!uuid.isEmpty());	0
0	orientechnologies/orientdb OCommandExecutorSQLSelectTest	testFlattenOnEmbedded	assertEquals(qResult.size(),1);	assertNotEquals(0,qResult.size());	0
1	orientechnologies/orientdb OPropertyMapIndexDefinitionTest	testCreateValueByValueTwoParametersArrayParams	assertTrue(resultinstanceofCollection);	assertNotNull(result);	0
1	/ OPropertyMapIndexDefinitionTest	testCreateValueByValueTwoParametersArrayParams	assertTrue(resultinstanceofCollection);	assertEquals(Collections.singletonList(25),result);	0
1	/ OPropertyMapIndexDefinitionTest	testCreateValueByValueTwoParametersArrayParams	assertTrue(resultinstanceofCollection);	assertTrue(result.contains(25));	0
1	/ OPropertyMapIndexDefinitionTest	testCreateValueByValueTwoParametersArrayParams	assertTrue(resultinstanceofCollection);	???;	0
2	orientechnologies/orientdb OPropertyMapIndexDefinitionTest	testCreateSingleValueByValue	assertEquals(result,12);	"assertEquals(""STR"",result.toString());"	0
2	/ OPropertyMapIndexDefinitionTest	testCreateSingleValueByValue	assertEquals(result,12);	assertNotNull(result);	0
2	/ OPropertyMapIndexDefinitionTest	testCreateSingleValueByValue	assertEquals(result,12);	"assertNotSame(mapToTest.get(""STR""),result);"	0
2	/ OPropertyMapIndexDefinitionTest	testCreateSingleValueByValue	assertEquals(result,12);	assertSame(12,result);	0
2	/ OPropertyMapIndexDefinitionTest	testCreateSingleValueByValue	assertEquals(result,12);	assertTrue(resultinstanceofInteger);	0
3	orientechnologies/orientdb OObjectBinaryDataStorageTest	testSaveAndLoad_BinaryFieldsSimpleRecordMapping	assertNotNull(savedHunt);	assertNotNull(loadedHunt.getImageData());	0
3	/ OObjectBinaryDataStorageTest	testSaveAndLoad_BinaryFieldsSimpleRecordMapping	assertNotNull(savedHunt);	assertArrayEquals(huntUglyPicture,loadedHunt.getImageData());	0
3	/ OObjectBinaryDataStorageTest	testSaveAndLoad_BinaryFieldsSimpleRecordMapping	assertNotNull(savedHunt);	"assertEquals(""STR"",loadedHunt.getName());"	0
4	orientechnologies/orientdb ODropSequenceStatementExecutionTest	testPlain	assertNotNull(db.getMetadata().getSequenceLibrary().getSequence(name));	assertNotNull(db.getMetadata().getSequence(name));	0
5	orientechnologies/orientdb OCompositeKeyTest	testCompareToLT	assertEquals(compositeKey.compareTo(anotherCompositeKey),-1);	assertTrue(compositeKey.compareTo(anotherCompositeKey)>0);	0
5	/ OCompositeKeyTest	testCompareToLT	assertEquals(compositeKey.compareTo(anotherCompositeKey),-1);	assertNotEquals(-1,compositeKey.compareTo(anotherCompositeKey));	0
6	orientechnologies/orientdb LuceneSpatialMiscFunctionsTest	testStContainsPoint	"assertEquals(true,next.field(""STR""));"	"assertNull(next.field(""STR""));"	0
6	/ LuceneSpatialMiscFunctionsTest	testStContainsPoint	"assertEquals(true,next.field(""STR""));"	"assertNotEquals(null,next.field(""STR""));"	0
6	/ LuceneSpatialMiscFunctionsTest	testStContainsPoint	"assertEquals(true,next.field(""STR""));"	"assertTrue(next.field(""STR"").equals(""STR""));"	0
6	/ LuceneSpatialMiscFunctionsTest	testStContainsPoint	"assertEquals(true,next.field(""STR""));"	assertEquals(1,execute.size());	0
7	orientechnologies/orientdb LuceneSpatialTxPointTest	testIndexingComplexUpdateTxPoint	assertEquals(3,index.getSize());	assertEquals(1,index.getSize());	0
7	/ LuceneSpatialTxPointTest	testIndexingComplexUpdateTxPoint	assertEquals(3,index.getSize());	assertNotNull(index);	0
7	/ LuceneSpatialTxPointTest	testIndexingComplexUpdateTxPoint	assertEquals(3,index.getSize());	assertTrue(indexinstanceofOGeoIndex);	0
8	orientechnologies/orientdb OCompositeIndexDefinitionTest	testIndexReload	assertEquals(result,compositeIndex);	"assertTrue(result.hasIndex(""STR"",OType.INTEGER));"	0
8	/ OCompositeIndexDefinitionTest	testIndexReload	assertEquals(result,compositeIndex);	assertNotNull(result);	0
8	/ OCompositeIndexDefinitionTest	testIndexReload	assertEquals(result,compositeIndex);	"assertTrue(result.hasIndex(""STR"",OType.STRING));"	0
8	/ OCompositeIndexDefinitionTest	testIndexReload	assertEquals(result,compositeIndex);	assertEquals(2,result.getIndexes().size());	0
9	jcodec/jcodec MPEGESTest	testES	assertArrayEquals(frame1,NIOUtils.toArray(f1.getData()));	assertNotEquals(Arrays.toString(FOCAL.toArray(frame1.asReadOnlyBuffer())),Arrays.toString(FOCAL.toArray(frame2.asReadOnlyBuffer())));	0
10	arnohaase/a-foundation AsCollectionCopyTest	testAsCollectionCopy	assertEquals(2,copied.size());	assertEquals(list.size(),copied.size());	0
11	TooTallNate/Java-WebSocket ProtocolTest	testToString	"assertEquals(""STR"",protocol0.getProvidedProtocol());"	"assertEquals(""STR"",protocol0.getProvidedProtocol());"	1
12	TooTallNate/Java-WebSocket WebSocketServerTest	testGetDrafts	assertEquals(1,server.getDraft().size());	assertEquals(1,draftCollection.size());	0
12	/ WebSocketServerTest	testGetDrafts	assertEquals(1,server.getDraft().size());	assertEquals(0,draftCollection.size());	0
13	fluenda/ParCEFone MacAddressTest	testAddressNormalizedSeparator	assertEquals(NORMALIZED_ADDRESS,macAddress.toString());	assertEquals(NORMALIZED_ADDRESS,macAddress.toString());	1
14	fluenda/ParCEFone CEFParserTest	validStringMessageWithoutTZWithLocaleAndValidationTest	assertNotNull(parser.parse(sample1,true,Locale.FRANCE));	assertEquals(expectedCEF,parser.parse(sample1,true,Locale.getDefault()));	0
14	/ CEFParserTest	validStringMessageWithoutTZWithLocaleAndValidationTest	assertNotNull(parser.parse(sample1,true,Locale.FRANCE));	assertNull(parser.parse(null,true,Locale.getDefault()));	0
15	open-korean-text/open-korean-text OpenKoreanProcessorJavaTest	testRemoveWordsFromDictionary	"assertEquals(""STR"",OpenKoreanTextProcessorJava.tokensToJavaStringList(tokens).toString());"	assertEquals(1,nouns.size());	0
15	/ OpenKoreanProcessorJavaTest	testRemoveWordsFromDictionary	"assertEquals(""STR"",OpenKoreanTextProcessorJava.tokensToJavaStringList(tokens).toString());"	"assertTrue(nouns.contains(""STR""));"	0
16	adlnet/jxapi SubStatementTest	testSetVerb	assertNotNull(actual);	assertNotNull(verb);	0
16	/ SubStatementTest	testSetVerb	assertNotNull(actual);	assertSame(expected,verb);	0
16	/ SubStatementTest	testSetVerb	assertNotNull(actual);	assertEquals(expected.getId(),verb.getId());	0
17	adlnet/jxapi ActivityDefinitionTest	testGetCorrectResponsesPattern	assertNotNull(actual);	assertEquals(expected,actual);	0
17	/ ActivityDefinitionTest	testGetCorrectResponsesPattern	assertNotNull(actual);	assertTrue(expected.containsAll(actual));	0
17	/ ActivityDefinitionTest	testGetCorrectResponsesPattern	assertNotNull(actual);	assertArrayEquals(expected.toArray(),actual.toArray());	0
17	/ ActivityDefinitionTest	testGetCorrectResponsesPattern	assertNotNull(actual);	assertFalse(expected.toString().containsAll(actual.toString()));	0
17	/ ActivityDefinitionTest	testGetCorrectResponsesPattern	assertNotNull(actual);	assertNotNull(activityDefinition);	0
19	javadev/moneytostr-russian MoneyToStrTest	checkUSDUKR	"assertEquals(""STR"",moneyToStrUSD.convert(V_300D));"	"assertEquals(moneyToStrUSD.convert(100.50),""STR"");"	0
20	amlinv/stat-collection-utils JmxAttributePollerTest	testGetSetBatchPollProcessor	assertNotNull(this.poller.getBatchPollProcessor());	assertEquals(mockBatchPollProcessor,poller.getBatchPollProcessor());	0
