Project	ClassName#TestName	TrueOracle	GenOracle	Correct
orientechnologies_orientdb	OPropertyMapIndexDefinitionTest#testProcessChangeEventAddKeyWithConversion	assertEquals(keysToAdd,addedKeys);	removedKeys.put("STR",2);	0
orientechnologies_orientdb	OPropertyMapIndexDefinitionTest#testProcessChangeEventAddKeyWithConversion	assertEquals(keysToAdd,addedKeys);	removedKeys.put(13,2);	0
orientechnologies_orientdb	OPropertyMapIndexDefinitionTest#testProcessChangeEventAddKeyWithConversion	assertEquals(keysToAdd,addedKeys);	removedKeys.put(9,2);	0
trautonen_coveralls-maven-plugin	JenkinsTest#testGetBuildUrl	assertEquals("STR",newJenkins(env()).getBuildUrl());	assertEquals("STR",newJenkins().getBuildUrl());	0
trautonen_coveralls-maven-plugin	JenkinsTest#testGetBuildUrl	assertEquals("STR",newJenkins(env()).getBuildUrl());	assertEquals("STR",newJenkins(env).getBuildUrl());	0
trautonen_coveralls-maven-plugin	JenkinsTest#testGetBuildUrl	assertEquals("STR",newJenkins(env()).getBuildUrl());	assertEquals("STR",jenkins.getBuildUrl());	0
trautonen_coveralls-maven-plugin	JenkinsTest#testGetBuildUrl	assertEquals("STR",newJenkins(env()).getBuildUrl());	assertEquals("STR",newJenkins().getBuildUrl());	0
trautonen_coveralls-maven-plugin	JenkinsTest#testGetBuildUrl	assertEquals("STR",newJenkins(env()).getBuildUrl());	assertEquals("STR",newJenkins(env).getBuildUrl());	0
trautonen_coveralls-maven-plugin	JenkinsTest#testGetBuildUrl	assertEquals("STR",newJenkins(env()).getBuildUrl());	assertEquals(JENKINS_BUILD_URL,newJenkins(env).getBuildUrl());	0
trautonen_coveralls-maven-plugin	JenkinsTest#testGetBuildUrl	assertEquals("STR",newJenkins(env()).getBuildUrl());	assertEquals(JENKINS_BUILD_URL,newJenkins().getBuildUrl());	0
trautonen_coveralls-maven-plugin	JenkinsTest#testGetBuildUrl	assertEquals("STR",newJenkins(env()).getBuildUrl());	assertEquals("STR",createMock(Jenkins.class).getBuildUrl());	0
trautonen_coveralls-maven-plugin	JenkinsTest#testGetBuildUrl	assertEquals("STR",newJenkins(env()).getBuildUrl());	assertEquals("STR",jenkins.getBuildUrl());	0
trautonen_coveralls-maven-plugin	JenkinsTest#testGetBuildUrl	assertEquals("STR",newJenkins(env()).getBuildUrl());	assertEquals("STR",createJenkins().getBuildUrl());	0
trautonen_coveralls-maven-plugin	EnvironmentTest#testSetupWithIncompleteJob	assertEquals("STR",mojo.serviceName);	verify(serviceMock,times(1)).getJobId();	0
trautonen_coveralls-maven-plugin	EnvironmentTest#testSetupWithIncompleteJob	assertEquals("STR",mojo.serviceName);	verify(serviceMock,times(1)).getBuildUrl();	0
trautonen_coveralls-maven-plugin	EnvironmentTest#testSetupWithIncompleteJob	assertEquals("STR",mojo.serviceName);	verify(serviceMock).getBuildUrl();	0
trautonen_coveralls-maven-plugin	EnvironmentTest#testSetupWithIncompleteJob	assertEquals("STR",mojo.serviceName);	verify(serviceMock,times(1)).isSelected();	0
trautonen_coveralls-maven-plugin	EnvironmentTest#testSetupWithIncompleteJob	assertEquals("STR",mojo.serviceName);	assertNotEquals("STR",mojo.serviceName);	0
trautonen_coveralls-maven-plugin	EnvironmentTest#testSetupWithIncompleteJob	assertEquals("STR",mojo.serviceName);	verify(serviceMock).getJobId();	0
trautonen_coveralls-maven-plugin	EnvironmentTest#testSetupWithIncompleteJob	assertEquals("STR",mojo.serviceName);	verify(serviceMock,times(1)).setJobId("STR");	0
trautonen_coveralls-maven-plugin	EnvironmentTest#testSetupWithIncompleteJob	assertEquals("STR",mojo.serviceName);	verify(serviceMock,times(0)).getJobId();	0
trautonen_coveralls-maven-plugin	EnvironmentTest#testSetupWithIncompleteJob	assertEquals("STR",mojo.serviceName);	verify(serviceMock).isSelected();	0
trautonen_coveralls-maven-plugin	EnvironmentTest#testSetupWithIncompleteJob	assertEquals("STR",mojo.serviceName);	verify(serviceMock,times(1)).buildAndAssertSuccess();	0
rockagen_commons-lib	CommUtilTest#testHex	assertEquals("STR",CommUtil.hexdump("STR".getBytes()));	assertEquals("STR",CommUtil.hexdump(null));	0
rockagen_commons-lib	CommUtilTest#testHex	assertEquals("STR",CommUtil.hexdump("STR".getBytes()));	assertEquals("STR",CommUtil.hexdump(null));	0
rockagen_commons-lib	CommUtilTest#testHex	assertEquals("STR",CommUtil.hexdump("STR".getBytes()));	assertEquals("STR",CommUtil.hexdump(newbyte[0]));	0
rockagen_commons-lib	CommUtilTest#testHex	assertEquals("STR",CommUtil.hexdump("STR".getBytes()));	assertEquals("STR",CommUtil.hexdump(newbyte[0]));	0
rockagen_commons-lib	CommUtilTest#testHex	assertEquals("STR",CommUtil.hexdump("STR".getBytes()));	assertThat(CommUtil.hexdump(null),is("STR"));	0
rockagen_commons-lib	CommUtilTest#testHex	assertEquals("STR",CommUtil.hexdump("STR".getBytes()));	assertEquals("STR",CommUtil.hexdump(newbyte[1]));	0
rockagen_commons-lib	CommUtilTest#testHex	assertEquals("STR",CommUtil.hexdump("STR".getBytes()));	assertEquals("STR",CommUtil.hexdump(newbyte[]{0x01,0x02}));	0
rockagen_commons-lib	CommUtilTest#testHex	assertEquals("STR",CommUtil.hexdump("STR".getBytes()));	assertEquals("STR",CommUtil.hexdump(newbyte[]{0x01,0x02}));	0
rockagen_commons-lib	CommUtilTest#testHex	assertEquals("STR",CommUtil.hexdump("STR".getBytes()));	assertEquals("STR",CommUtil.hexdump(newbyte[1]));	0
rockagen_commons-lib	CommUtilTest#testHex	assertEquals("STR",CommUtil.hexdump("STR".getBytes()));	Stringhex=CommUtil.hexdump("STR".getBytes());	0
orientechnologies_orientdb	RemoteQuerySupportTest#testQueryEmbedded	assertNotNull(item.getProperty("STR"));	assertThat(item.getProperty("STR"),is("STR"));	0
orientechnologies_orientdb	RemoteQuerySupportTest#testQueryEmbedded	assertNotNull(item.getProperty("STR"));	assertEquals("STR",item.getProperty("STR"));	0
orientechnologies_orientdb	RemoteQuerySupportTest#testQueryEmbedded	assertNotNull(item.getProperty("STR"));	assertThat(item.getProperty("STR"),equalTo("STR"));	0
orientechnologies_orientdb	RemoteQuerySupportTest#testQueryEmbedded	assertNotNull(item.getProperty("STR"));	assertEquals(emb,item.getProperty("STR"));	0
orientechnologies_orientdb	RemoteQuerySupportTest#testQueryEmbedded	assertNotNull(item.getProperty("STR"));	assertNull(item.getProperty("STR"));	0
orientechnologies_orientdb	RemoteQuerySupportTest#testQueryEmbedded	assertNotNull(item.getProperty("STR"));	assertEquals(1,item.getProperty("STR").size());	0
orientechnologies_orientdb	RemoteQuerySupportTest#testQueryEmbedded	assertNotNull(item.getProperty("STR"));	assertThat(item.getProperty("STR"),is(equalTo("STR")));	0
orientechnologies_orientdb	RemoteQuerySupportTest#testQueryEmbedded	assertNotNull(item.getProperty("STR"));	assertEquals(null,item.getProperty("STR"));	0
orientechnologies_orientdb	RemoteQuerySupportTest#testQueryEmbedded	assertNotNull(item.getProperty("STR"));	assertThat(item.getProperty("STR"),is(emb));	0
orientechnologies_orientdb	RemoteQuerySupportTest#testQueryEmbedded	assertNotNull(item.getProperty("STR"));	assertEquals("STR",item.getProperty("STR"));	0
amlinv_stat-collection-utils	JmxAttributePollerTest#testGetSetScheduler	assertNull(this.poller.getScheduler());	assertEquals(this.mockScheduler,poller.getScheduler());	0
amlinv_stat-collection-utils	JmxAttributePollerTest#testGetSetScheduler	assertNull(this.poller.getScheduler());	assertEquals(this.mockScheduler,poller.getScheduler());	0
amlinv_stat-collection-utils	JmxAttributePollerTest#testGetSetScheduler	assertNull(this.poller.getScheduler());	assertSame(this.mockScheduler,poller.getScheduler());	0
amlinv_stat-collection-utils	JmxAttributePollerTest#testGetSetScheduler	assertNull(this.poller.getScheduler());	assertThat(poller.getScheduler()).isEqualTo(this.mockScheduler);	0
amlinv_stat-collection-utils	JmxAttributePollerTest#testGetSetScheduler	assertNull(this.poller.getScheduler());	assertSame(this.mockScheduler,poller.getScheduler());	0
amlinv_stat-collection-utils	JmxAttributePollerTest#testGetSetScheduler	assertNull(this.poller.getScheduler());	assertNull(this.poller.getScheduler());	1
amlinv_stat-collection-utils	JmxAttributePollerTest#testGetSetScheduler	assertNull(this.poller.getScheduler());	assertNull(this.poller.getScheduler());	1
amlinv_stat-collection-utils	JmxAttributePollerTest#testGetSetScheduler	assertNull(this.poller.getScheduler());	Mockito.when(this.mockMBeanAccessConnectionFactory.getTargetDescription()).thenReturn("STR");	0
amlinv_stat-collection-utils	JmxAttributePollerTest#testGetSetScheduler	assertNull(this.poller.getScheduler());	assertEquals(this.scheduler,poller.getScheduler());	0
amlinv_stat-collection-utils	JmxAttributePollerTest#testGetSetScheduler	assertNull(this.poller.getScheduler());	Mockito.when(this.mockMBeanAccessConnection.getTargetDescription()).thenReturn("STR");	0
TeachingKidsProgramming_TeachingKidsProgramming.Source.Java	StringUtilsTest#testNullIsEmpty	assertTrue(StringUtils.isEmpty(null));	assertFalse(StringUtils.isEmpty(null));	0
TeachingKidsProgramming_TeachingKidsProgramming.Source.Java	StringUtilsTest#testNullIsEmpty	assertTrue(StringUtils.isEmpty(null));	assertTrue(StringUtils.isEmpty(null));	1
TeachingKidsProgramming_TeachingKidsProgramming.Source.Java	StringUtilsTest#testNullIsEmpty	assertTrue(StringUtils.isEmpty(null));	assertThat(StringUtils.isEmpty(null),is(false));	0
TeachingKidsProgramming_TeachingKidsProgramming.Source.Java	StringUtilsTest#testNullIsEmpty	assertTrue(StringUtils.isEmpty(null));	assertTrue(StringUtils.isEmpty(null));	1
TeachingKidsProgramming_TeachingKidsProgramming.Source.Java	StringUtilsTest#testNullIsEmpty	assertTrue(StringUtils.isEmpty(null));	assertFalse(StringUtils.isEmpty(null));	0
TeachingKidsProgramming_TeachingKidsProgramming.Source.Java	StringUtilsTest#testNullIsEmpty	assertTrue(StringUtils.isEmpty(null));	assertThat(StringUtils.isEmpty(null),is(true));	0
TeachingKidsProgramming_TeachingKidsProgramming.Source.Java	StringUtilsTest#testNullIsEmpty	assertTrue(StringUtils.isEmpty(null));	assertFalse(StringUtils.isEmpty(null));	0
TeachingKidsProgramming_TeachingKidsProgramming.Source.Java	StringUtilsTest#testNullIsEmpty	assertTrue(StringUtils.isEmpty(null));	assertThat(StringUtils.isEmpty(null),equalTo(false));	0
TeachingKidsProgramming_TeachingKidsProgramming.Source.Java	StringUtilsTest#testNullIsEmpty	assertTrue(StringUtils.isEmpty(null));	assertFalse(StringUtils.isEmpty(null));	0
TeachingKidsProgramming_TeachingKidsProgramming.Source.Java	StringUtilsTest#testNullIsEmpty	assertTrue(StringUtils.isEmpty(null));	assertThat(StringUtils.isEmpty(null),equalTo(true));	0
TooTallNate_Java-WebSocket	CharsetfunctionsTest#testIsValidUTF8off	assertFalse(Charsetfunctions.isValidUTF8(ByteBuffer.wrap(newbyte[]{100}),2));	assertTrue(Charsetfunctions.isValidUTF8(BUFFER,0));	0
TooTallNate_Java-WebSocket	CharsetfunctionsTest#testIsValidUTF8off	assertFalse(Charsetfunctions.isValidUTF8(ByteBuffer.wrap(newbyte[]{100}),2));	assertTrue(Charsetfunctions.isValidUTF8(newByteBuffer("STR".getBytes(UTF_8)),0));	0
TooTallNate_Java-WebSocket	CharsetfunctionsTest#testIsValidUTF8off	assertFalse(Charsetfunctions.isValidUTF8(ByteBuffer.wrap(newbyte[]{100}),2));	assertTrue(Charsetfunctions.isValidUTF8(newByteBuffer("STR".getBytes(StandardCharsets.UTF_8)),0));	0
TooTallNate_Java-WebSocket	CharsetfunctionsTest#testIsValidUTF8off	assertFalse(Charsetfunctions.isValidUTF8(ByteBuffer.wrap(newbyte[]{100}),2));	assertTrue(Charsetfunctions.isValidUTF8(ByteBuffer.wrap("STR"),0));	0
TooTallNate_Java-WebSocket	CharsetfunctionsTest#testIsValidUTF8off	assertFalse(Charsetfunctions.isValidUTF8(ByteBuffer.wrap(newbyte[]{100}),2));	assertFalse(Charsetfunctions.isValidUTF8(BUFFER,0));	0
TooTallNate_Java-WebSocket	CharsetfunctionsTest#testIsValidUTF8off	assertFalse(Charsetfunctions.isValidUTF8(ByteBuffer.wrap(newbyte[]{100}),2));	assertTrue(Charsetfunctions.isValidUTF8(newByteBuffer("STR".getBytes()),0));	0
TooTallNate_Java-WebSocket	CharsetfunctionsTest#testIsValidUTF8off	assertFalse(Charsetfunctions.isValidUTF8(ByteBuffer.wrap(newbyte[]{100}),2));	assertTrue(Charsetfunctions.isValidUTF8(ByteBuffer.allocate(256),0));	0
TooTallNate_Java-WebSocket	CharsetfunctionsTest#testIsValidUTF8off	assertFalse(Charsetfunctions.isValidUTF8(ByteBuffer.wrap(newbyte[]{100}),2));	assertTrue(Charsetfunctions.isValidUTF8(buffer("STR"),0));	0
TooTallNate_Java-WebSocket	CharsetfunctionsTest#testIsValidUTF8off	assertFalse(Charsetfunctions.isValidUTF8(ByteBuffer.wrap(newbyte[]{100}),2));	assertTrue(Charsetfunctions.isValidUTF8(BUFFER,0));	0
TooTallNate_Java-WebSocket	CharsetfunctionsTest#testIsValidUTF8off	assertFalse(Charsetfunctions.isValidUTF8(ByteBuffer.wrap(newbyte[]{100}),2));	assertTrue(Charsetfunctions.isValidUTF8(newByteBuffer("STR".getBytes(UTF_8)),1));	0
orientechnologies_orientdb	OUTFSerializerTest#testSerializeWALChanges	assertEquals(stringSerializer.getObjectSizeInByteBuffer(buffer,walChanges,serializationOffset),stringSerializer.getObjectSize(OBJECT));	assertEquals(OShortSerializer.SHORT_SIZE+serializationOffset,walChanges.getObjectSize(OBJECT));	0
orientechnologies_orientdb	OUTFSerializerTest#testSerializeWALChanges	assertEquals(stringSerializer.getObjectSizeInByteBuffer(buffer,walChanges,serializationOffset),stringSerializer.getObjectSize(OBJECT));	walChanges.setBinaryValue(buffer,data,serializationOffset);	0
orientechnologies_orientdb	OUTFSerializerTest#testSerializeWALChanges	assertEquals(stringSerializer.getObjectSizeInByteBuffer(buffer,walChanges,serializationOffset),stringSerializer.getObjectSize(OBJECT));	assertEquals(OShortSerializer.SHORT_SIZE,walChanges.getObjectSize(OBJECT));	0
orientechnologies_orientdb	OUTFSerializerTest#testSerializeWALChanges	assertEquals(stringSerializer.getObjectSizeInByteBuffer(buffer,walChanges,serializationOffset),stringSerializer.getObjectSize(OBJECT));	assertEquals(OShortSerializer.SHORT_SIZE+serializationOffset,walChanges.getObjectSize(OBJECT));	0
orientechnologies_orientdb	OUTFSerializerTest#testSerializeWALChanges	assertEquals(stringSerializer.getObjectSizeInByteBuffer(buffer,walChanges,serializationOffset),stringSerializer.getObjectSize(OBJECT));	walChanges.setBinaryValue(buffer,data,serializationOffset+2);	0
orientechnologies_orientdb	OUTFSerializerTest#testSerializeWALChanges	assertEquals(stringSerializer.getObjectSizeInByteBuffer(buffer,walChanges,serializationOffset),stringSerializer.getObjectSize(OBJECT));	walChanges.setBinaryValue(buffer,data,serializationOffset+1);	0
orientechnologies_orientdb	OUTFSerializerTest#testSerializeWALChanges	assertEquals(stringSerializer.getObjectSizeInByteBuffer(buffer,walChanges,serializationOffset),stringSerializer.getObjectSize(OBJECT));	assertEquals(OShortSerializer.SHORT_SIZE+serializationOffset,stringSerializer.getObjectSize(OBJECT,walChanges));	0
orientechnologies_orientdb	OUTFSerializerTest#testSerializeWALChanges	assertEquals(stringSerializer.getObjectSizeInByteBuffer(buffer,walChanges,serializationOffset),stringSerializer.getObjectSize(OBJECT));	assertEquals(1,stringSerializer.getObjectSize(OBJECT));	0
orientechnologies_orientdb	OUTFSerializerTest#testSerializeWALChanges	assertEquals(stringSerializer.getObjectSizeInByteBuffer(buffer,walChanges,serializationOffset),stringSerializer.getObjectSize(OBJECT));	assertEquals(0,stringSerializer.getObjectSize(OBJECT));	0
orientechnologies_orientdb	OUTFSerializerTest#testSerializeWALChanges	assertEquals(stringSerializer.getObjectSizeInByteBuffer(buffer,walChanges,serializationOffset),stringSerializer.getObjectSize(OBJECT));	assertEquals(OShortSerializer.SHORT_SIZE+serializationOffset,walChanges.objectSize(OBJECT));	0
hazelcast_hazelcast-simulator	SimulatorPropertiesTest#testLoad_justKey	assertTrue(simulatorProperties.get("STR").isEmpty());	assertEquals("STR",simulatorProperties.get("STR"));	0
hazelcast_hazelcast-simulator	SimulatorPropertiesTest#testLoad_justKey	assertTrue(simulatorProperties.get("STR").isEmpty());	assertEquals("STR",simulatorProperties.get("STR"));	0
hazelcast_hazelcast-simulator	SimulatorPropertiesTest#testLoad_justKey	assertTrue(simulatorProperties.get("STR").isEmpty());	assertThat(simulatorProperties.get("STR"),is("STR"));	0
hazelcast_hazelcast-simulator	SimulatorPropertiesTest#testLoad_justKey	assertTrue(simulatorProperties.get("STR").isEmpty());	assertThat(simulatorProperties.get("STR"),equalTo("STR"));	0
hazelcast_hazelcast-simulator	SimulatorPropertiesTest#testLoad_justKey	assertTrue(simulatorProperties.get("STR").isEmpty());	assertNull(simulatorProperties.get("STR"));	0
hazelcast_hazelcast-simulator	SimulatorPropertiesTest#testLoad_justKey	assertTrue(simulatorProperties.get("STR").isEmpty());	assertThat(simulatorProperties.get("STR"),is(nullValue()));	0
hazelcast_hazelcast-simulator	SimulatorPropertiesTest#testLoad_justKey	assertTrue(simulatorProperties.get("STR").isEmpty());	assertThat(simulatorProperties.get("STR"),is(equalTo("STR")));	0
hazelcast_hazelcast-simulator	SimulatorPropertiesTest#testLoad_justKey	assertTrue(simulatorProperties.get("STR").isEmpty());	assertNull(simulatorProperties.get("STR"));	0
hazelcast_hazelcast-simulator	SimulatorPropertiesTest#testLoad_justKey	assertTrue(simulatorProperties.get("STR").isEmpty());	assertNotNull(simulatorProperties.get("STR"));	0
hazelcast_hazelcast-simulator	SimulatorPropertiesTest#testLoad_justKey	assertTrue(simulatorProperties.get("STR").isEmpty());	Stringvalue=simulatorProperties.get("STR");	0
orientechnologies_orientdb	CollectionOfLinkInNestedDocumentTest#nestedLinkSet	assertNotNull(nest1);	OIdentifiablenest2=db.load(id.getIdentity());	0
orientechnologies_orientdb	CollectionOfLinkInNestedDocumentTest#nestedLinkSet	assertNotNull(nest1);	ODocumentnest2=db.load(id.getIdentity());	0
orientechnologies_orientdb	CollectionOfLinkInNestedDocumentTest#nestedLinkSet	assertNotNull(nest1);	db.getLocalCache().clear();	0
orientechnologies_orientdb	CollectionOfLinkInNestedDocumentTest#nestedLinkSet	assertNotNull(nest1);	OIdentifiablenested2=db.load(id.getIdentity());	0
orientechnologies_orientdb	CollectionOfLinkInNestedDocumentTest#nestedLinkSet	assertNotNull(nest1);	ODocumentnest2=base1.field("STR");	0
orientechnologies_orientdb	CollectionOfLinkInNestedDocumentTest#nestedLinkSet	assertNotNull(nest1);	db.localCache().clear();	0
orientechnologies_orientdb	CollectionOfLinkInNestedDocumentTest#nestedLinkSet	assertNotNull(nest1);	OIdentifiablenested2=db.load(nest1.getIdentity());	0
orientechnologies_orientdb	CollectionOfLinkInNestedDocumentTest#nestedLinkSet	assertNotNull(nest1);	ORecordnested2=db.load(id.getIdentity());	0
orientechnologies_orientdb	CollectionOfLinkInNestedDocumentTest#nestedLinkSet	assertNotNull(nest1);	ORecordnested2=db.load(nest1.getIdentity());	0
orientechnologies_orientdb	CollectionOfLinkInNestedDocumentTest#nestedLinkSet	assertNotNull(nest1);	OIdentifiablenested2=db.load(nest1.getId());	0
sofastack_sofa-bolt	ReconnectManagerTest#testReconnectionByUserSetting	assertEquals(0,clientDisConnectProcessor.getDisConnectTimes());	assertThat(connection).isNotNull();	0
sofastack_sofa-bolt	ReconnectManagerTest#testReconnectionByUserSetting	assertEquals(0,clientDisConnectProcessor.getDisConnectTimes());	assertThat(connection,notNullValue());	0
sofastack_sofa-bolt	ReconnectManagerTest#testReconnectionByUserSetting	assertEquals(0,clientDisConnectProcessor.getDisConnectTimes());	assertEquals(1,connection.getConnectTimeout());	0
sofastack_sofa-bolt	ReconnectManagerTest#testReconnectionByUserSetting	assertEquals(0,clientDisConnectProcessor.getDisConnectTimes());	assertNotNull(connection);	0
sofastack_sofa-bolt	ReconnectManagerTest#testReconnectionByUserSetting	assertEquals(0,clientDisConnectProcessor.getDisConnectTimes());	assertThat(connection,instanceOf(Connection.class));	0
sofastack_sofa-bolt	ReconnectManagerTest#testReconnectionByUserSetting	assertEquals(0,clientDisConnectProcessor.getDisConnectTimes());	assertEquals("STR",connection.toString());	0
sofastack_sofa-bolt	ReconnectManagerTest#testReconnectionByUserSetting	assertEquals(0,clientDisConnectProcessor.getDisConnectTimes());	assertThat(connection,instanceOf(ReconnectConnection.class));	0
sofastack_sofa-bolt	ReconnectManagerTest#testReconnectionByUserSetting	assertEquals(0,clientDisConnectProcessor.getDisConnectTimes());	assertEquals(addr,connection.toString());	0
sofastack_sofa-bolt	ReconnectManagerTest#testReconnectionByUserSetting	assertEquals(0,clientDisConnectProcessor.getDisConnectTimes());	assertEquals(addr,connection.getConnectTimeout());	0
sofastack_sofa-bolt	ReconnectManagerTest#testReconnectionByUserSetting	assertEquals(0,clientDisConnectProcessor.getDisConnectTimes());	assertNotNull(connection);	0
TeachingKidsProgramming_TeachingKidsProgramming.Source.Java	PuzzleTest#sum_of_cell_distances_is_distance_to_goal	assertEquals(4,p.getDistanceToGoal());	assertEquals(5,p.getDistanceToGoal());	0
TeachingKidsProgramming_TeachingKidsProgramming.Source.Java	PuzzleTest#sum_of_cell_distances_is_distance_to_goal	assertEquals(4,p.getDistanceToGoal());	intdistance=p.getDistanceToGoal();	0
TeachingKidsProgramming_TeachingKidsProgramming.Source.Java	PuzzleTest#sum_of_cell_distances_is_distance_to_goal	assertEquals(4,p.getDistanceToGoal());	assertEquals(8,p.getDistanceToGoal());	0
TeachingKidsProgramming_TeachingKidsProgramming.Source.Java	PuzzleTest#sum_of_cell_distances_is_distance_to_goal	assertEquals(4,p.getDistanceToGoal());	assertEquals(7,p.getDistanceToGoal());	0
TeachingKidsProgramming_TeachingKidsProgramming.Source.Java	PuzzleTest#sum_of_cell_distances_is_distance_to_goal	assertEquals(4,p.getDistanceToGoal());	assertEquals(3,p.getDistanceToGoal());	0
TeachingKidsProgramming_TeachingKidsProgramming.Source.Java	PuzzleTest#sum_of_cell_distances_is_distance_to_goal	assertEquals(4,p.getDistanceToGoal());	assertEquals(0,p.getDistanceToGoal());	0
TeachingKidsProgramming_TeachingKidsProgramming.Source.Java	PuzzleTest#sum_of_cell_distances_is_distance_to_goal	assertEquals(4,p.getDistanceToGoal());	assertEquals(2,p.getDistanceToGoal());	0
TeachingKidsProgramming_TeachingKidsProgramming.Source.Java	PuzzleTest#sum_of_cell_distances_is_distance_to_goal	assertEquals(4,p.getDistanceToGoal());	assertThat(p.getDistanceToGoal(),is(8));	0
TeachingKidsProgramming_TeachingKidsProgramming.Source.Java	PuzzleTest#sum_of_cell_distances_is_distance_to_goal	assertEquals(4,p.getDistanceToGoal());	assertThat(p.getDistanceToGoal(),is(7));	0
TeachingKidsProgramming_TeachingKidsProgramming.Source.Java	PuzzleTest#sum_of_cell_distances_is_distance_to_goal	assertEquals(4,p.getDistanceToGoal());	assertThat(p.getDistanceToGoal(),is(5));	0
nidi3_raml-loader	LoaderTest#fileNok	assertEquals("STR",resource.getProtocol());	newFileLoader(resource).fetchResource("STR",0);	0
nidi3_raml-loader	LoaderTest#fileNok	assertEquals("STR",resource.getProtocol());	loader.fetchResource("STR",0);	0
nidi3_raml-loader	LoaderTest#fileNok	assertEquals("STR",resource.getProtocol());	FileLoaderloader=newFileLoader(resource);	0
nidi3_raml-loader	LoaderTest#fileNok	assertEquals("STR",resource.getProtocol());	newFileLoader(resource).fetchResource("STR",-1);	0
nidi3_raml-loader	LoaderTest#fileNok	assertEquals("STR",resource.getProtocol());	loader.fetchResource("STR",-1);	0
nidi3_raml-loader	LoaderTest#fileNok	assertEquals("STR",resource.getProtocol());	newFileLoader(resource).fetchResource("STR",0L);	0
nidi3_raml-loader	LoaderTest#fileNok	assertEquals("STR",resource.getProtocol());	newFileLoader(resource).fetchResource("STR",1234L);	0
nidi3_raml-loader	LoaderTest#fileNok	assertEquals("STR",resource.getProtocol());	newFileLoader(resource).fetchResource("STR",-1L);	0
nidi3_raml-loader	LoaderTest#fileNok	assertEquals("STR",resource.getProtocol());	loader.fetchResource("STR",resource.lastModified());	0
nidi3_raml-loader	LoaderTest#fileNok	assertEquals("STR",resource.getProtocol());	loader.fetchResource("STR",resource.getLastModified());	0
OpenLiberty_ci.common	DevUtilTest#testGeneratedConfigFiles	assertTrue(util.isGeneratedConfigFile(sourceFile,configDirectory,targetDir));	assertTrue(util.isGeneratedConfigFile(sourceFile,srcDir,targetDir));	0
OpenLiberty_ci.common	DevUtilTest#testGeneratedConfigFiles	assertTrue(util.isGeneratedConfigFile(sourceFile,configDirectory,targetDir));	assertFalse(util.isGeneratedConfigFile(sourceFile,srcDir,targetDir));	0
OpenLiberty_ci.common	DevUtilTest#testGeneratedConfigFiles	assertTrue(util.isGeneratedConfigFile(sourceFile,configDirectory,targetDir));	assertTrue(util.isGeneratedConfigFile(sourceFile,srcDir,targetDir));	0
